"","Date","meanPortre1","max_y1","min_y1","min_51","max_951","IBEX1","Means1","meanPortre2","max_y2","min_y2","min_52","max_952","IBEX2","Means2","meanPortre3","max_y3","min_y3","min_53","max_953","IBEX3","Means3"
"1",2005-05-31,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2005-06-30,1.03348260250443,1.04088105784237,1.02257899232062,1.02483018707422,1.03903490467847,1.0339765863142,1.02255999056691,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
"3",2005-07-31,1.04148462264975,1.04865857251372,1.0256483423963,1.0296783287505,1.04851578426193,1.02342858858019,1.02797786764551,1.01051507983539,1.01225023856257,1.00483704187078,1.00736796613417,1.01203938256122,0.989452002265995,1.00466508808863,1,1,1,1,1,1,1
"4",2005-08-31,1.09972874788943,1.10580312940003,1.09268695348205,1.09360817546028,1.10498390535672,1.1038569850527,1.08899517755,1.05571144929917,1.07167552454988,1.05269058061521,1.05269058061521,1.06369348692453,1.06988039873851,1.06739277652257,1.04310190512101,1.04621036239996,1.04131634555259,1.04141009897652,1.04621036239996,1.08042839647251,1.06113240500734
"5",2005-09-30,1.08980450251728,1.09555455061942,1.08367857250536,1.08368290470533,1.09538681223226,1.07425611095984,1.08478025952955,1.05365072371957,1.06631777897488,1.0505079623032,1.0505079623032,1.06044811557302,1.04027952464564,1.06317785850211,1.03949515487781,1.04332057915524,1.03431901296602,1.03468649767745,1.04309172118409,1.05082752237965,1.05645655162569
"6",2005-10-31,1.12048757049184,1.1396670515451,1.11286313716014,1.11305520703366,1.13222701987891,1.0803549566312,1.10732598533235,1.07365615858243,1.08650005727082,1.07046068628509,1.07063943481645,1.08055620488712,1.046378370317,1.08097538515697,1.06395138265028,1.07047599964466,1.05978727822449,1.06008077563446,1.0690604329551,1.05692636805101,1.07312841642035
"7",2005-11-30,1.14322372063742,1.1627564471896,1.13411149151984,1.13482137272965,1.15544423289288,1.09703464069147,1.13207826020534,1.09135466743682,1.10435980794088,1.08791887479279,1.08828125387986,1.0984918084371,1.06305805437728,1.10151878986734,1.08625567202163,1.09279716198149,1.07883547404414,1.08167466237611,1.09095267424887,1.07360605211128,1.099954903724
"8",2005-12-31,1.2226731169766,1.25398364811808,1.21300746693897,1.21493463999057,1.23971955959431,1.13154202334879,1.21814964703513,1.18059716439866,1.18724960369367,1.17652927378176,1.17658013215949,1.18466188996536,1.09756543703459,1.19116844655828,1.1727479337139,1.19952738800001,1.15873434268651,1.15884628534442,1.19809030669187,1.1081134347686,1.17207570220931
"9",2006-01-31,1.26019470997291,1.3064279904615,1.25087233515029,1.25102847843534,1.28469874818254,1.1888532517409,1.26671805438974,1.22150838592898,1.22857941067705,1.21233156650963,1.21427934958517,1.2272965357921,1.1548766654267,1.24267859541024,1.20660775016603,1.23177035157126,1.19407784942689,1.19427364019435,1.2283318405043,1.16542466316071,1.21084522154049
"10",2006-02-28,1.30130405698078,1.36921445260022,1.28801059247406,1.2888681056063,1.33575394169774,1.19852897132087,1.32877566969616,1.26948373376102,1.27498589669267,1.25806092549116,1.26079632040234,1.27441734224401,1.16455238500667,1.29633241263511,1.23795723947826,1.25525134304833,1.23012053385267,1.23091925506862,1.24998357693072,1.17510038274068,1.24420271685673
"11",2006-03-31,1.30495116653112,1.38439200672473,1.28812464050286,1.28927607282453,1.34477969398063,1.20175145039642,1.34352676391248,1.2594809625054,1.27515615272206,1.25361455356232,1.25483616556132,1.26812965717693,1.16777486408223,1.30870466847366,1.24024655867239,1.26471113864678,1.23189259471917,1.23259045538844,1.25823420271398,1.17832286181623,1.25730457028851
"12",2006-04-30,1.26057883195149,1.34231668975513,1.24189533485148,1.2438336243818,1.30144776085331,1.15533559637618,1.30265659763808,1.22939131849264,1.23315531723491,1.22537049238631,1.22570646853682,1.23246519340575,1.12135901006198,1.26412257476061,1.19001274880355,1.20446425412505,1.16017343652701,1.17180888894286,1.20124656000294,1.13190700779598,1.22469677727351
"13",2006-05-31,1.27145072019321,1.34727278825653,1.2531634712575,1.25510176078782,1.30936175422487,1.17364165200856,1.3087821532497,1.24219179810667,1.24664889144871,1.23644176927595,1.23751005569333,1.24627159841183,1.13966506569437,1.27239816938753,1.1981268222782,1.21662293954474,1.16146784114018,1.17552260006123,1.21618800722364,1.15021306342837,1.23082979489707
"14",2006-06-30,1.29197896753918,1.36385167777756,1.27408452474834,1.27593833084625,1.32809562952504,1.1970135204236,1.32559119112202,1.26192320658249,1.26644914939877,1.25396896316436,1.25618588758302,1.2661563397943,1.16303693410941,1.29006597718055,1.22081779811833,1.2457919863363,1.1862639921827,1.19945630949255,1.2390839827993,1.17358493184341,1.25377025367775
"15",2006-07-31,1.32908649019974,1.40906755811444,1.31081731466313,1.31247707653623,1.36907702415709,1.22465775317922,1.36877157669942,1.30170275104683,1.30645057712859,1.29629585310209,1.2964265083809,1.30607280509226,1.19068116686502,1.33416963880893,1.25919854335756,1.27550328283087,1.21296787285346,1.23418940213727,1.2727258086581,1.20122916459903,1.29464837674939
"16",2006-08-31,1.3714617185646,1.47477655465802,1.35000642506995,1.35176693472995,1.42311913661131,1.28970677152572,1.4293266717047,1.34325964224791,1.35463483269628,1.3314230535165,1.33167741921789,1.35152357530477,1.25573018521152,1.39020741233475,1.30647315453316,1.32893971559235,1.24538997813152,1.27317288005769,1.32743067629082,1.26627818294553,1.35220211843371
"17",2006-09-30,1.43096850713927,1.52016661487853,1.41139677025941,1.41315727991942,1.4755675610089,1.35297067551451,1.47873754696535,1.42878902621188,1.45092203908507,1.41509365126447,1.4156798013694,1.44202551797888,1.31899408920031,1.46869843920843,1.39233206238508,1.4260745401571,1.31346320204605,1.34226984189389,1.42403833067311,1.32954208693432,1.44056996921966
"18",2006-10-31,1.46032983650684,1.5464709153266,1.44181275390838,1.4435078275288,1.50340037591672,1.3599727769047,1.50516603936248,1.45387132477272,1.47838275322802,1.43991168142731,1.44049783153223,1.46816489013177,1.32599619059051,1.49572365658872,1.42026667344268,1.45551682218697,1.33840331310045,1.37330447391968,1.45210408349361,1.33654418832451,1.46812893895663
"19",2006-11-30,1.46769466027347,1.55552906438024,1.45013659745124,1.45163387238123,1.51161186232685,1.38143231033479,1.51236869044276,1.45895924644291,1.48529932242969,1.44608015390695,1.44612127798284,1.473857686072,1.3474557240206,1.50264022579039,1.42543725713976,1.46117213979776,1.3298349062105,1.37040970411142,1.45813384366768,1.3580037217546,1.47458573643879
"20",2006-12-31,1.51414196355909,1.5968853960568,1.49795744689544,1.49871154645461,1.55551367980795,1.41018151448023,1.55501114563388,1.50474514695511,1.52873011158291,1.49212773345903,1.49216885753492,1.51859687042465,1.37620492816603,1.54656997669367,1.4757555793224,1.50789472360372,1.40071911253888,1.43721274716315,1.50485642747364,1.38675292590004,1.51995557917542
"21",2007-01-31,1.51884336943007,1.59757228018905,1.50080156045531,1.50238326899585,1.55820782480956,1.38923765969973,1.55651927064629,1.50499675833004,1.53024328762553,1.49283710790921,1.49300881192257,1.5190343121717,1.35526107338553,1.54821427025529,1.47808909827298,1.50903167787237,1.40526667819848,1.44041974444663,1.50599338174229,1.36580907111953,1.5180514914323
"22",2007-02-28,1.54391864766975,1.61262281725638,1.52728117574205,1.52839309876975,1.57888371346553,1.41684077290875,1.57775739496885,1.53119379414661,1.54859274555152,1.52092789383973,1.52135851567162,1.54151062133858,1.38286418659456,1.56856993137833,1.49886354347485,1.52863419391581,1.42435867203464,1.46089160315347,1.52559589778573,1.39341218432856,1.54116346735072
"23",2007-03-31,1.5330025858395,1.61113807558524,1.51709766789243,1.51719640113585,1.57207033071237,1.39859829767717,1.57082853985931,1.51116782437988,1.53916886756685,1.49872718260099,1.50077585557896,1.52620204837803,1.36462171136297,1.56008404897356,1.47958369676778,1.5140784898892,1.39207292668281,1.42822490004109,1.51039222032604,1.37516970909698,1.53469038121558
"24",2007-04-30,1.54914786292464,1.6309675492133,1.53189423489776,1.53219241393904,1.59005770606897,1.46502107143253,1.59205959373526,1.53518996620219,1.56281241420567,1.52212002204362,1.52363839251108,1.55005022990077,1.43104448511833,1.58608893618633,1.50420703645072,1.5412195619953,1.40823355608076,1.44548383351631,1.53609835436179,1.44159248285233,1.56417509107058
"25",2007-05-31,1.52915592018129,1.62318082561358,1.50976804952307,1.51067146992754,1.57616837289744,1.43648767490357,1.5826734649385,1.51430761661068,1.55375178525468,1.5002112012066,1.50172957167405,1.53446294222472,1.40251108858937,1.57484998947327,1.48128388139376,1.52052840508978,1.37742162649013,1.41500136053642,1.51540719745627,1.41305908632338,1.54716656224864
"26",2007-06-30,1.52268483403422,1.61725639455717,1.50278523114815,1.5042968943554,1.56997061429569,1.43047104197923,1.57927588019575,1.50505225669403,1.54627821617717,1.49121052664266,1.49209635183724,1.52595558068726,1.39649445566503,1.57184821882338,1.47163547997521,1.51253235243561,1.36057499687958,1.39963248790366,1.50617915539589,1.40704245339904,1.54353898658746
"27",2007-07-31,1.51237603448857,1.59990168935796,1.49210379119532,1.49428923243511,1.55613886192327,1.40867721822972,1.56663689154587,1.49584362335578,1.53559553283546,1.4817326827101,1.48282289872089,1.51618579614336,1.37470063191552,1.5602988375842,1.46381766722862,1.50703995528405,1.34696819123896,1.38868205491618,1.50004277504437,1.38524862964953,1.5312790654782
"28",2007-08-31,1.49612481401501,1.57960064672246,1.47405970727166,1.47877880204543,1.53798399215186,1.41535550760135,1.54336847355292,1.47906704260929,1.54759174479431,1.46047619821478,1.46062173441467,1.5133293937018,1.38137892128716,1.54808210870422,1.45213390287291,1.5004284019161,1.31145900250634,1.35528160893499,1.494264042407,1.39192691902116,1.52052863085714
"29",2007-09-30,1.61089099338917,1.73596368865685,1.58264495481208,1.58851992947733,1.67342734102301,1.50550062775521,1.59222739825833,1.59409609008614,1.66841460695612,1.57463770548513,1.57522324190156,1.63125534852113,1.47152404144101,1.60902514693784,1.60088049908962,1.64970073397322,1.40142266121791,1.45711354940255,1.64766024079496,1.48207203917502,1.57451919493057
"30",2007-10-31,1.5806803977235,1.7076801230104,1.55663814347466,1.56009518497387,1.64418026036695,1.49728189720597,1.56070900641835,1.56001726665004,1.63134892608216,1.54065770029844,1.54124323671488,1.5956830963661,1.46330531089177,1.57501915773742,1.56784121723884,1.61824293196023,1.35771589002361,1.4148549496465,1.61620243878197,1.47385330862578,1.5378613697275
"31",2007-11-30,1.51658515324748,1.65123325842784,1.49403718976439,1.4956083879627,1.58390920583766,1.46063184585551,1.5037659867476,1.50916864929557,1.57773642356122,1.49098386258722,1.49106014107696,1.54345253642839,1.42665525954131,1.51880573162274,1.50163440420138,1.55535744092356,1.27532861237615,1.33733711926881,1.5533169477453,1.43720325727532,1.47744724800229
"32",2007-12-31,1.39625960631319,1.5196991780137,1.37236475430848,1.37288386249151,1.45797939216345,1.33197545736715,1.36129656518116,1.38219466894031,1.43853398363446,1.37035216244319,1.37053802901045,1.41169130940032,1.29799887105296,1.38213578486826,1.38707306479231,1.43477066046954,1.18635640845313,1.24589234183897,1.43273016729128,1.30854686878696,1.35021166394645
"33",2008-01-31,1.40385756985523,1.49288491391098,1.38713453604753,1.38814736519387,1.4483712418831,1.32754582021117,1.34897009694554,1.41549806043985,1.47414552519404,1.40360377664563,1.40396949948339,1.44612288728133,1.29356923389698,1.35457210051209,1.32927697110281,1.35702628814832,1.21448574138366,1.26788936267635,1.35498579497006,1.30411723163098,1.32199177409791
"34",2008-02-29,1.40752591018241,1.49794373456031,1.39198351393904,1.39208721551112,1.45273482237136,1.33503228294614,1.35264426324001,1.41674658708746,1.46971162550217,1.40569859666501,1.40606431950277,1.44495334744509,1.30105569663194,1.21296727145242,1.37909502230481,1.41731556671463,1.23236889168758,1.28443188563325,1.41538366046841,1.31160369436595,1.18021261582134
"35",2008-03-31,1.42298135325115,1.50633879125209,1.40815813249377,1.40826183406585,1.46466007225162,1.37492227842873,1.36881888179474,1.43217203398727,1.47798995611849,1.42191816759633,1.42228389043409,1.45720229821891,1.34094569211454,1.22886117169003,1.37885270640485,1.41093061597227,1.22677352616937,1.2808113234631,1.40940724146573,1.35149368984854,1.14427046611168
"36",2008-04-30,1.40979966677696,1.49254402241123,1.39493757584434,1.39529024999638,1.45117184459409,1.36061619634271,1.35507374407601,1.41767872891224,1.46374179812331,1.40713352290245,1.40809347311265,1.44268589687438,1.32663961002851,1.21474040067171,1.36407869137059,1.39632803221907,1.21147412448642,1.26743104425438,1.39480465771253,1.33718760776251,1.1304591430109
"37",2008-05-31,1.34490199328575,1.43562395531609,1.32868233534119,1.32974923901124,1.39026297430092,1.24630760203288,1.28794899767702,1.35549024678671,1.40117938349834,1.34498658883242,1.34594653904261,1.38033122252688,1.21233101571868,1.14956447890309,1.30009127928368,1.33540887306438,1.13431300254863,1.19242461675029,1.33381553832629,1.22287901345269,1.06445469851897
"38",2008-06-30,1.28328282531215,1.37622426781568,1.26706865674401,1.2672746470331,1.32976989962519,1.23261859235601,1.21004112619259,1.29077076505628,1.33261880657193,1.28107860890264,1.28216742555399,1.31409694409879,1.19864200604182,1.07600183528114,1.23808549334509,1.27176825756135,1.08239956909826,1.14245824392262,1.26972132680262,1.20919000377582,0.981977815451942
"39",2008-07-31,1.2974158561471,1.42598440819877,1.27441377065044,1.27504061851288,1.36170013217294,1.21797371557654,1.24936820166777,1.30803294924558,1.36983458956976,1.29490469564898,1.29559137156162,1.34027709255438,1.18399712926234,1.12108965353694,1.2453222468571,1.27860139565558,1.09005012693283,1.1506879652256,1.27747113803301,1.19454512699635,1.00252538910047
"40",2008-08-31,1.1875833229711,1.35639640701258,1.15570263407798,1.15667783956457,1.27198986499184,1.15649074677614,0.95139352570394,1.20618184803706,1.26394678174558,1.18093587797438,1.18144196191616,1.23992556628809,1.12251416046194,0.777429275267502,1.10176271886879,1.13767228943016,0.98238030940669,1.03478562410566,1.13591550463228,1.13306215819595,0.73710014202435
"41",2008-09-30,0.924265426804842,1.18482898923776,0.859541282761208,0.86051648824779,1.08147238201203,0.986160837643868,0.781469280450909,0.938648391547584,0.982695387622753,0.915621686623283,0.916640017820808,0.966122777613731,0.952184251329671,0.62380015513441,0.9823084078483,1.02069144396152,0.822904151944136,0.880799262668719,1.02069107773012,0.962732249063676,0.57661142913008
"42",2008-10-31,0.949415243335703,1.20395632395687,0.884483274977699,0.886453521193587,1.10362530416496,0.963628960871262,0.807240643944663,0.970576606193737,0.993110672041528,0.95066143680021,0.950967916145729,0.988529994476628,0.929652374557065,0.615614137171937,1.00529842364591,1.04001440372655,0.8707433290444,0.932528888937808,1.03982743168677,0.94020037229107,0.545012618402224
"43",2008-11-30,0.95124704685172,1.15578872080391,0.898551060160434,0.899441412216935,1.08755691403724,0.995635729502121,0.782666762172703,0.959335257945528,0.976922472904248,0.931248985103284,0.931555464448802,0.974565976518353,0.961659143187924,0.58829064786059,1.00483918538767,1.08168739908796,0.953374503610845,0.964135980501783,1.05154717363108,0.972207140921929,0.628040825996028
"44",2008-12-31,0.91637876830328,1.12624570955556,0.852291991454908,0.855464704974414,1.05219440382577,0.914577067404178,0.721414372150897,0.95812796041487,0.97481207215962,0.930632334824582,0.930820170873774,0.973052651425787,0.880600481089981,0.499778902661014,0.942501482037355,1.00195627874584,0.872684187413492,0.900623499512657,0.986195580760928,0.891148478823986,0.54708501952957
"45",2009-01-31,0.849998351494788,1.06296653035737,0.786442520579418,0.787957734097883,0.98464683424672,0.816415993831519,0.661608732907746,0.891061049056645,0.908106475830988,0.862705853480739,0.862891914231275,0.906347055097155,0.782439407517323,0.430547409757067,0.880814526434015,0.930984346693872,0.803031973729083,0.835325049096587,0.921462536957337,0.792987405251328,0.479293657656167
"46",2009-02-28,0.832313997718575,1.05257712176051,0.763717131682319,0.771787125738425,0.974919087896139,0.841885465826133,0.655774368065498,0.880523011984853,0.89733453173715,0.853552818526357,0.85359289423489,0.895575111003316,0.807908879511936,0.407982332340847,0.865095979180266,0.902660358713839,0.79158366340974,0.822440273971795,0.899828156495258,0.818456877245942,0.44767282537806
"47",2009-03-31,0.876691880533467,1.06486343450494,0.811810106119094,0.819712635993435,1.00802496093012,0.99837941925499,0.707280792238398,0.915280739335571,0.932080252360996,0.887618218773542,0.887732141112828,0.930488295808926,0.964402832940793,0.44479240501194,0.910912920526819,0.947429558049254,0.836239136126793,0.86790586838658,0.943249309763503,0.974950830674798,0.482296899038399
"48",2009-04-30,0.948397861800673,1.13579021065022,0.884614577060253,0.891846653851649,1.07970933722986,1.04112108818442,0.779322360412668,0.980732930554308,0.996891752154314,0.952605700436744,0.95271962277603,0.995587443004781,1.00714450187022,0.518881362548782,0.98582631371074,1.02186054052207,0.904192452264153,0.939901259161317,1.02036267176531,1.01769249960423,0.565356028820018
"49",2009-05-31,0.976027715832472,1.16130506139821,0.911185921777303,0.919040307090736,1.10662213221367,1.07969163286135,0.803426257719658,1.04599618314948,1.06215577719315,1.01786972547558,1.01798364781487,1.06064313505824,1.04571504654715,0.581689330003928,1.05185138662395,1.08945351671748,0.965986220514665,1.00427595481029,1.08565187502946,1.05626304428116,0.629525696883715
"50",2009-06-30,1.00263919288903,1.18812271866516,0.937640227982813,0.945494613296245,1.1336878418527,1.18873553591459,0.826988737462913,1.08059622301784,1.09591688453656,1.05205697285518,1.05217089519446,1.09567122414582,1.15475894960039,0.608282705879857,1.08840808427281,1.12962607952866,0.998392835732555,1.03863247098991,1.12110873101023,1.1653069473344,0.656208891655985
"51",2009-07-31,1.06897309409608,1.24298388257966,1.0036249247439,1.01113999279371,1.19618057484331,1.23571801847898,0.884794132711792,1.14926881466613,1.16494425141869,1.12108433973731,1.12119826207659,1.1640036130026,1.20174143216478,0.676354460838368,1.1539974349571,1.19589913476711,1.07078170821794,1.10689431852752,1.18912092037141,1.21228942989878,0.726802591594473
"52",2009-08-31,1.0788368980341,1.25167612485927,1.01279046910578,1.02030553715559,1.20576462346288,1.27012162395593,0.893512417650384,1.17313409611933,1.19445693555215,1.13774737438084,1.13813676577039,1.19107343954541,1.23614503764174,0.685402040651945,1.17011471641276,1.21298707603411,1.08488816792554,1.12189486527415,1.20490296414328,1.24669303537574,0.742568024128412
"53",2009-09-30,1.02214367406605,1.1989833659384,0.95225696685815,0.962076805524337,1.14812302664732,1.24108987395008,0.846284058782188,1.1190133959084,1.14288192556825,1.08581410960801,1.0864835018947,1.13756174044157,1.20711328763588,0.637698032024244,1.12168421802833,1.16773389067964,1.03380173781684,1.07271823142985,1.154704627149,1.21766128536989,0.694173178610105
"54",2009-10-31,1.04281812672656,1.22101008250891,0.973450348421396,0.983270187087582,1.16872930504176,1.26123044851827,0.867488251265185,1.13939837887379,1.16326690853364,1.10619909257339,1.10686848486009,1.15794672340696,1.22725386220408,0.659221160293119,1.14246126174362,1.18691088074954,1.05467015509387,1.09358664870687,1.17542520689458,1.23780185993808,0.716225637859308
"55",2009-11-30,1.06878350210164,1.23981321551938,1.00021152850366,1.01003136716985,1.19151146158813,1.28658963311835,0.894249431347453,1.15584903800158,1.18014767587663,1.12200458937837,1.12267398166507,1.17482749074995,1.25261304680415,0.673725669199437,1.15946003058237,1.20543262075571,1.07190963452667,1.11039768128532,1.19344104828333,1.26316104453816,0.732756935308773
"56",2009-12-31,1.06833181679825,1.23412368863528,1.00054405394551,1.0103638926117,1.18851340607225,1.20348244701807,0.894717151914789,1.1570751802739,1.18209822917476,1.12336801181289,1.12403740409959,1.17648447861627,1.16950586070387,0.673358291536276,1.16833239856792,1.21435274084325,1.0805897214844,1.1191995541045,1.20211002278512,1.18005385843788,0.740986097666478
"57",2010-01-31,1.03472606998375,1.20531622123732,0.966089527171055,0.975909365837242,1.15688240898604,1.14738836537948,0.863635942407648,1.124514510316,1.15203888330672,1.09080948433692,1.09108110406882,1.14505935241826,1.11341177906528,0.641722420151738,1.13463452448936,1.17978124642999,1.05366406466056,1.08845097848595,1.16808371125065,1.12395977679929,0.706414603253218
"58",2010-02-28,1.05555591609963,1.22349061802964,0.989309646712321,0.997625569199919,1.17790840136282,1.19942258139323,0.879166061604193,1.14125013767213,1.1721899175395,1.10749189524772,1.10776351497962,1.16328438123557,1.16544599507903,0.656040248899446,1.16008634214827,1.20507187163033,1.08295804518699,1.11549581453984,1.19559555453766,1.17599399281304,0.724856484351073
"59",2010-03-31,1.03192521510438,1.20454640367629,0.965359929659904,0.974117925276668,1.15566182817221,1.16455094775388,0.856939054425601,1.12022584204436,1.15122804624666,1.08542951784092,1.08570113757283,1.1426571514288,1.13057436143968,0.632966637313219,1.14140373065939,1.18381710759298,1.06659553198322,1.09849227270864,1.17699753685401,1.14112235917369,0.708243679786258
"60",2010-04-30,0.958393839503851,1.14411559673265,0.885587195209083,0.895958645043698,1.08714683758761,1.05658503337672,0.786784556588483,1.04910058319892,1.08344581613208,1.01383184850195,1.01395880437851,1.07330078918353,1.02260844706252,0.553951290321841,1.07081752379309,1.11328287157184,0.986502088720129,1.02562547581515,1.1017016510417,1.03315644479653,0.632603572490567
"61",2010-05-31,0.971985136660083,1.15926684481904,0.897696654088733,0.908842838255436,1.10012106993901,1.04632795534179,0.799280027735813,1.06332569089405,1.09951787301487,1.02565014213777,1.02674584869989,1.08880647472247,1.0123513690276,0.564634698440722,1.073121237068,1.11950691431905,0.987541663791482,1.02681812045661,1.10523550450937,1.0228993667616,0.636612652840445
"62",2010-06-30,0.941442271160638,1.14511713937478,0.865886032941404,0.873882581198687,1.0875614394731,1.17979943328673,0.778305060506894,1.03847997055121,1.08346266593965,0.995759170717727,0.997505357776301,1.06875929741219,1.14582284697253,0.555775821108385,1.08579585341526,1.14482769207022,0.993467326947714,1.03567996801482,1.12589146761423,1.15637084470653,0.648173609103334
"63",2010-07-31,0.963917899436254,1.16011853901456,0.888635363725627,0.897299367584411,1.10658765651467,1.1500083772164,0.815171377577021,1.05317594817453,1.07515458042627,1.01653681046532,1.01703125940634,1.07264257766481,1.11603179090221,0.582863107160453,1.10799649979805,1.17139676331705,1.00986037888662,1.04699152799065,1.15296127891378,1.12657978863621,0.66841024305174
"64",2010-08-31,0.989259289791775,1.18234715437608,0.914690037116807,0.922894398084378,1.13072930089102,1.18215722823721,0.841046729794087,1.06373404204849,1.08817826757983,1.02839758225128,1.02891544928047,1.08410915413811,1.14818064192302,0.601780888688912,1.13989778927609,1.20381753333271,1.04431938736765,1.07834199515114,1.1866720182117,1.15872863965702,0.701871509193801
"65",2010-09-30,1.02170602008907,1.20552894015292,0.94775302114835,0.956272343113544,1.15916664679283,1.21053715077157,0.876871991879566,1.09328543785137,1.12062345609288,1.05738048382828,1.05956621645479,1.11439593741547,1.17656056445737,0.636431624106586,1.14952929546537,1.20616527917274,1.04798403892622,1.09476043914465,1.18847950147494,1.18710856219137,0.728337852980406
"66",2010-10-31,0.929297733604308,1.13287139487732,0.852783768610439,0.862036369712168,1.07255795832047,1.06758746118758,0.791106728949347,1.00459721771875,1.03882502323127,0.96674595711919,0.967473175364302,1.03026861995771,1.03361087487339,0.546842722811643,1.06422294075258,1.1200258383565,0.961104537852709,1.0083228699194,1.10305230601748,1.04415887260739,0.649065635981298
"67",2010-11-30,0.998626233501107,1.19323737467801,0.923902656268831,0.932100255675229,1.13843128663026,1.13145788864382,0.856456702094152,1.07124709820043,1.10465489093917,1.03205528921435,1.03424107582643,1.09718395194989,1.09748130232962,0.613971771924751,1.13228466012715,1.191535886662,1.02970574085755,1.07593763319307,1.17668217008092,1.10802930006363,0.712083440395925
"68",2010-12-31,1.02623035781679,1.21782131980517,0.950661640001421,0.958342913096291,1.16537303887626,1.22750117753451,0.880484948119344,1.08911031840341,1.11930055174189,1.05213911450166,1.05509788335446,1.11259683143964,1.19352459122031,0.63848627015816,1.12559767129708,1.17798110584294,1.02374616302046,1.06934206042037,1.16673470177713,1.20407258895431,0.704851872687623
"69",2011-01-31,1.1068635148915,1.29140320756865,1.03429928015723,1.03739428755815,1.25194480099105,1.23164700848239,0.923565087881504,1.15723195463052,1.1951861637737,1.09741425756945,1.10299613044844,1.18921056177948,1.19767042216819,0.678441322171875,1.18187764965311,1.23550364151709,1.07706869544406,1.1223416955505,1.23449457418892,1.20821841990219,0.758152974920367
"70",2011-02-28,1.13180186713518,1.3286505319843,1.05163727364582,1.05866506483304,1.28493002524781,1.20636775891744,0.951174665977542,1.18304126694039,1.22215818575121,1.12307356849662,1.12814787593918,1.21583359631575,1.17239117260325,0.706276202283387,1.21063449348441,1.26631489740397,1.10682156622552,1.15086859349677,1.26497839251895,1.18293917033725,0.784162239582619
"71",2011-03-31,1.11987541701773,1.32676501154417,1.03267720257107,1.04317915690888,1.28334833242572,1.23495951401251,0.949826144306464,1.17963129323945,1.22064746611825,1.11895621150142,1.12250400674042,1.2138711815605,1.20098292769831,0.703380814888612,1.21534776458289,1.27700022433217,1.11165365169708,1.15483142036558,1.2681613952132,1.21153092543232,0.788281396427711
"72",2011-04-30,1.08650604204019,1.3019190296502,0.999298698183726,1.00991757166398,1.25314884228299,1.19792444851914,0.918736618273021,1.15263608635886,1.19117469271138,1.09465490701612,1.09817578017958,1.18543432269698,1.16394786220495,0.67396188563282,1.19485778256026,1.24967504843108,1.09242506720842,1.135508936839,1.24609499302303,1.17449585993895,0.766063792558906
